GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
COUNTRIES,UZB,Uzbekistan,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,621167,620299,99.9
COUNTRIES,UZB,Uzbekistan,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,696503,695258,99.8
COUNTRIES,UZB,Uzbekistan,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,586602,586293,99.9
COUNTRIES,UZB,Uzbekistan,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,702974,702399,99.9
COUNTRIES,UZB,Uzbekistan,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,584983,584602,99.9
COUNTRIES,UZB,Uzbekistan,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,674754,674256,99.9
COUNTRIES,UZB,Uzbekistan,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,599044,598629,99.9
COUNTRIES,UZB,Uzbekistan,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,596788,595385,99.8
COUNTRIES,UZB,Uzbekistan,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,647519,647078,99.9
COUNTRIES,UZB,Uzbekistan,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,630029,613842,97.4
COUNTRIES,UZB,Uzbekistan,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,567679,567404,99.9
COUNTRIES,UZB,Uzbekistan,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,540271,540110,99.9
COUNTRIES,UZB,Uzbekistan,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,606547,606318,99.9
COUNTRIES,UZB,Uzbekistan,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,604030,603300,99.9
COUNTRIES,UZB,Uzbekistan,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,519701,519596,99.7
COUNTRIES,UZB,Uzbekistan,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,UZB,Uzbekistan,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,619263,614495,98.3
COUNTRIES,UZB,Uzbekistan,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,598071,570612,95.4
COUNTRIES,UZB,Uzbekistan,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,360625,30221,8.4
COUNTRIES,UZB,Uzbekistan,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,UZB,Uzbekistan,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,582998,572891,98
COUNTRIES,UZB,Uzbekistan,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,529176,528881,100
COUNTRIES,UZB,Uzbekistan,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,UZB,Uzbekistan,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,UZB,Uzbekistan,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,535544,513898,95
COUNTRIES,UZB,Uzbekistan,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,514167,510601,99.3
COUNTRIES,UZB,Uzbekistan,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,UZB,Uzbekistan,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,366521,361023,98.5
COUNTRIES,UZB,Uzbekistan,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,285072,281081,98.6
COUNTRIES,UZB,Uzbekistan,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,499446,493232,98.8
COUNTRIES,UZB,Uzbekistan,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,502674,494785,98.4
COUNTRIES,UZB,Uzbekistan,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,505490,492222,97.4
COUNTRIES,UZB,Uzbekistan,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,520475,503877,96.8
COUNTRIES,UZB,Uzbekistan,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,504530,499176,98
COUNTRIES,UZB,Uzbekistan,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,484091,478925,98.9
COUNTRIES,UZB,Uzbekistan,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,513350,505399,98.5
COUNTRIES,UZB,Uzbekistan,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,516086,510409,98.9
COUNTRIES,UZB,Uzbekistan,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.58
COUNTRIES,UZB,Uzbekistan,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.57
COUNTRIES,UZB,Uzbekistan,2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98.77
COUNTRIES,UZB,Uzbekistan,2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.83
COUNTRIES,UZB,Uzbekistan,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.82
COUNTRIES,UZB,Uzbekistan,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.61
COUNTRIES,UZB,Uzbekistan,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99
COUNTRIES,UZB,Uzbekistan,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.5
COUNTRIES,UZB,Uzbekistan,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
COUNTRIES,UZB,Uzbekistan,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.8
COUNTRIES,UZB,Uzbekistan,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.8
COUNTRIES,UZB,Uzbekistan,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.4
COUNTRIES,UZB,Uzbekistan,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,UZB,Uzbekistan,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.9
COUNTRIES,UZB,Uzbekistan,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99.7
COUNTRIES,UZB,Uzbekistan,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,UZB,Uzbekistan,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,UZB,Uzbekistan,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,8.4
COUNTRIES,UZB,Uzbekistan,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95.4
COUNTRIES,UZB,Uzbekistan,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
COUNTRIES,UZB,Uzbekistan,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,UZB,Uzbekistan,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,UZB,Uzbekistan,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
COUNTRIES,UZB,Uzbekistan,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,UZB,Uzbekistan,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
COUNTRIES,UZB,Uzbekistan,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,UZB,Uzbekistan,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,0
COUNTRIES,UZB,Uzbekistan,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.5
COUNTRIES,UZB,Uzbekistan,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98.6
COUNTRIES,UZB,Uzbekistan,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.8
COUNTRIES,UZB,Uzbekistan,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98.4
COUNTRIES,UZB,Uzbekistan,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97.4
COUNTRIES,UZB,Uzbekistan,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
COUNTRIES,UZB,Uzbekistan,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98
COUNTRIES,UZB,Uzbekistan,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,UZB,Uzbekistan,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
COUNTRIES,UZB,Uzbekistan,2022,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2022,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2021,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2021,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
COUNTRIES,UZB,Uzbekistan,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,UZB,Uzbekistan,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,54
COUNTRIES,UZB,Uzbekistan,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,8
COUNTRIES,UZB,Uzbekistan,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
COUNTRIES,UZB,Uzbekistan,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,26
COUNTRIES,UZB,Uzbekistan,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,44
COUNTRIES,UZB,Uzbekistan,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,63
COUNTRIES,UZB,Uzbekistan,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
COUNTRIES,UZB,Uzbekistan,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,UZB,Uzbekistan,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
COUNTRIES,UZB,Uzbekistan,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,UZB,Uzbekistan,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
COUNTRIES,UZB,Uzbekistan,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
COUNTRIES,VUT,Vanuatu,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,8852,6236,70
COUNTRIES,VUT,Vanuatu,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,8691,6611,76.07
COUNTRIES,VUT,Vanuatu,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,8545,6611,77
COUNTRIES,VUT,Vanuatu,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,8542,7521,88.05
COUNTRIES,VUT,Vanuatu,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,8051,6693,80.56
COUNTRIES,VUT,Vanuatu,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,7869,5951,75.63
COUNTRIES,VUT,Vanuatu,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,7692,7341,90.67
COUNTRIES,VUT,Vanuatu,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,0
COUNTRIES,VUT,Vanuatu,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,7736,5247,64.66
COUNTRIES,VUT,Vanuatu,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,6973,6565,94.15
COUNTRIES,VUT,Vanuatu,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,0
COUNTRIES,VUT,Vanuatu,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,7471,6860,91.82
COUNTRIES,VUT,Vanuatu,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,6828,5580,81.72
COUNTRIES,VUT,Vanuatu,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,6804,5426,80
COUNTRIES,VUT,Vanuatu,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2820,2824,
COUNTRIES,VUT,Vanuatu,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,6915,3352,48
COUNTRIES,VUT,Vanuatu,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,6960,3929,70
COUNTRIES,VUT,Vanuatu,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,5578,2677,48
COUNTRIES,VUT,Vanuatu,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,3861,
COUNTRIES,VUT,Vanuatu,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,4502,3241,49
COUNTRIES,VUT,Vanuatu,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,94
COUNTRIES,VUT,Vanuatu,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,VUT,Vanuatu,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,70
COUNTRIES,VUT,Vanuatu,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,50
COUNTRIES,VUT,Vanuatu,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,VUT,Vanuatu,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,75
COUNTRIES,VUT,Vanuatu,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
COUNTRIES,VUT,Vanuatu,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,84
COUNTRIES,VUT,Vanuatu,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,76
COUNTRIES,VUT,Vanuatu,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,90
COUNTRIES,VUT,Vanuatu,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,0
COUNTRIES,VUT,Vanuatu,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,64.66
COUNTRIES,VUT,Vanuatu,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94.15
COUNTRIES,VUT,Vanuatu,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,VUT,Vanuatu,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,82
